사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-02,분당선,1864,신갈,86,0,2738,219,8280,1214,17061,2229,17098,5376,10884,4006,8132,3267,7669,3979,6873,4637,6935,5787,6325,5963,6520,6791,6427,7734,5796,10527,5019,16226,2397,13266,1785,9402,1637,7319,1166,7906,406,4647,11,298,0,5,0,0,0,0
2024-02,분당선,1865,기흥,196,8,4886,680,13392,4115,32362,9568,33176,17755,18337,8962,13571,7130,12719,8134,13331,8353,12968,10895,11634,10216,12738,11879,14166,14214,17829,19660,21056,32401,11608,28406,8833,17163,8240,13675,5846,13715,2256,8718,58,1000,2,13,0,0,0,0
2024-02,분당선,1866,상갈,36,0,2891,676,7782,2411,17172,5594,18057,8462,12088,4575,9297,3525,8167,4196,7448,4205,7287,5982,6306,6115,6503,6972,7011,9650,9659,12250,10245,16196,5138,13771,3465,9972,2585,9251,1697,8415,752,4958,4,728,0,5,0,0,0,0
2024-02,분당선,1867,청명,32,0,2535,791,6926,2005,15984,5023,16760,6957,9064,3664,6263,3382,5736,3347,5740,4005,5862,4523,4946,4976,5609,5823,5912,6815,7385,9650,9397,15142,3862,11956,2627,8167,2045,7445,1968,6683,601,4173,17,360,0,5,0,0,0,0
2024-02,분당선,1868,영통,71,1,2621,1795,7229,4113,16107,9231,16526,20343,10166,15230,9326,10607,9529,10346,11334,12027,12453,12591,12400,12001,13831,13462,16322,13228,21800,19182,23518,25295,13304,18777,11747,11996,13019,10690,13059,9990,4316,6170,143,573,3,8,0,1,0,0
2024-02,분당선,1869,망포,45,2,5112,3421,19899,8686,49499,22740,43799,39608,22941,16303,16755,9602,16055,10562,17755,12473,16714,12537,16750,12706,17850,16974,21557,19748,33473,27993,43221,47250,21167,43057,15999,27239,12929,21443,11030,19630,3885,12679,168,1108,1,11,0,0,0,0
2024-02,분당선,1870,매탄권선,34,0,3429,689,9248,2433,19100,3953,18515,8316,10303,4851,7495,3237,7084,3363,7403,4431,6363,5038,5924,4662,6484,6643,7409,8682,8042,11308,8788,20407,4896,14213,3482,9684,3191,8359,2270,8279,776,5459,29,541,0,1,0,0,0,0
2024-02,분당선,1871,수원시청,291,4,6101,1623,11615,5912,27037,14917,27003,46788,14535,31473,13063,16810,15020,15089,17742,18987,16871,21489,17967,16796,21907,18272,26763,21276,29415,31588,41190,46621,21055,34864,18853,22539,20664,15742,17178,14747,6955,9363,254,1110,1,7,0,0,0,0
2024-02,분당선,1872,매교,338,1,4090,475,9423,1822,19360,3484,17181,6696,9240,4256,6313,3743,5833,4504,6625,5573,5684,5351,5905,5846,5677,6101,6534,7651,7110,12139,7141,18207,3735,13165,2914,9322,2648,7490,2057,6795,578,3765,23,647,0,0,0,3,0,0
2024-02,일산선,1948,원흥,282,9,6067,489,15973,3564,41108,5789,43439,13231,24864,9594,17958,7473,16648,8679,16830,10150,15743,12143,13638,13198,13760,15679,13626,18534,15140,25169,17040,34109,8376,35229,6729,20906,6009,19176,4450,16844,2020,10358,305,2223,2,25,0,0,0,0
2024-02,일산선,1949,지축,0,0,0,0,1,0,0,0,1,0,1,0,2,0,2,0,0,0,3,0,5,0,2,0,2,0,3,0,1,0,1,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0
2024-02,일산선,1950,삼송,586,3,8215,1273,27533,5678,72688,12664,70524,21386,38122,16700,29038,14499,26030,17986,26930,21449,25566,23806,23254,25232,22981,29941,25566,31989,27858,44997,29485,64218,18710,57313,14737,33688,12940,31550,12873,25501,3249,14057,531,2860,8,31,0,0,0,0
2024-02,일산선,1951,원당,192,3,7852,925,17269,6722,38725,6948,39148,11940,23776,8478,18712,7945,17076,10047,18170,11572,17336,11200,14796,13646,14396,16201,15492,20644,15574,24228,14785,33663,7431,30118,5561,20486,4601,17738,2739,15919,883,9343,104,1668,0,14,0,0,0,0
2024-02,일산선,1952,화정,139,4,10011,1421,22415,6836,47529,10647,46518,26539,29166,20724,25747,19035,25463,20318,27299,23223,27644,24988,25873,26323,27223,30576,28892,32551,29207,38864,27808,53473,16044,46192,14390,28596,13404,24269,10768,22964,4426,13504,522,2957,0,21,0,0,0,0
2024-02,일산선,1953,대곡,104,0,1529,291,3843,1662,10199,2094,9252,3213,4527,2044,3405,1806,3343,1999,3281,2078,3370,2411,3170,2174,3319,2695,4145,3196,5330,3879,5313,7067,2617,5753,1635,2948,1755,3096,1192,2876,627,2678,83,996,3,14,0,0,0,0
2024-02,일산선,1954,백석,53,1,4076,2000,9373,5354,19432,10801,20534,24020,15138,13269,14460,12531,15490,13527,16110,13523,15864,16279,15985,15868,18674,16763,18890,17923,22462,21243,22411,25301,12541,22821,10781,13453,10229,10960,6823,9874,2840,6484,382,1608,1,23,0,0,0,0
2024-02,일산선,1955,마두,43,0,3017,1345,9193,3862,14272,7546,15070,20502,11889,15198,12262,10574,13542,10344,13033,10243,12797,13788,13272,12276,15476,12275,15487,12889,16713,14641,16587,17029,6925,15644,5282,9725,5241,8182,3872,7633,1084,5142,102,1201,1,8,0,0,0,0
2024-02,일산선,1956,정발산,59,2,1967,626,4722,2757,7616,4913,8781,19462,7075,17851,7271,13643,10201,12781,10394,12606,12462,14675,13784,13233,15912,12317,16348,13240,19165,14884,22837,16801,11998,13360,12506,7448,9074,5999,6828,5119,2630,3523,362,910,0,8,0,0,0,0
2024-02,일산선,1957,주엽,144,2,5486,1122,16737,3016,23812,6082,23629,13848,17734,12165,16426,11256,17991,12141,17208,13375,15971,16421,15098,14809,16517,17885,16715,18490,15236,21284,14532,25120,7914,23915,7034,15898,5351,12782,4385,10734,1110,7716,134,2133,0,17,0,0,0,0
2024-02,일산선,1958,대화,156,0,7011,1163,25602,4822,54866,11582,37904,17566,24738,13271,20271,12482,18898,11715,18987,14121,17994,13771,17792,13059,18746,16783,20011,15463,21102,23073,19975,27318,9464,27407,7446,18940,7942,15893,4381,14710,1345,9474,159,3683,3,20,0,0,0,0
2024-02,중앙선,1015,회기,684,11,9677,3649,18184,11722,48326,22118,64850,39142,42820,30941,34353,27657,35657,25244,38371,29681,37768,32186,37959,33241,40523,33585,45467,38660,52913,45600,43263,67072,26245,52087,22086,35202,22363,34447,19952,36701,9993,24560,585,4837,6,26,0,0,0,0
2024-02,중앙선,1201,중랑,118,2,4866,490,8246,1695,20369,2901,18052,5280,13980,5059,8407,4219,8428,4652,8512,5455,8477,5786,7387,7686,6707,9118,7014,11250,6628,13729,6799,18752,4783,16067,3260,10352,2545,7675,2029,8120,828,4218,43,390,0,0,0,0,0,0
2024-02,중앙선,1202,상봉,371,6,5081,639,7105,1945,18961,4121,21137,6838,12176,4887,7979,5009,7980,5781,9627,6969,7988,7401,7452,7823,7779,8348,7442,10264,8366,12556,8817,21075,5698,17688,4907,10351,4116,8017,3053,8529,1373,5162,111,1045,0,0,0,0,0,0
2024-02,중앙선,1203,망우,268,0,7128,634,9866,2463,26740,4611,21166,10292,14226,7662,11482,7451,10922,9152,12450,9037,11997,10295,11266,11691,10754,12341,11372,15513,11458,16960,11092,25367,7490,18541,5126,12590,4320,8590,3019,9012,1324,5820,25,659,0,0,0,0,0,0
2024-02,중앙선,1204,양원,38,1,2167,291,4057,1347,11980,3237,8873,4544,5823,2514,4501,2639,3962,2628,4391,2528,4062,3481,3363,2904,3866,3843,4138,4673,4316,5855,3452,8798,2244,8680,1282,5020,1036,3519,760,3824,319,2363,12,175,0,0,0,0,0,0
2024-02,중앙선,1205,구리,806,10,8402,1523,18256,6070,49671,7216,42495,16130,22407,14381,18494,13379,18366,12408,19702,13688,17849,17884,16975,16529,17887,19735,19991,24380,19478,31995,18806,44744,11708,41871,10475,22643,7045,18611,6049,16975,2121,11485,43,2118,0,0,0,0,0,0
2024-02,중앙선,1206,도농,801,5,7485,881,19259,3293,52218,6258,37639,10945,21978,7717,17551,7155,16377,7283,15038,9179,13531,10320,12169,11061,11715,14850,13336,18435,13097,25892,12650,37450,6483,34900,4992,19309,4151,16701,3000,13913,1066,11676,40,2051,0,0,0,0,0,0
2024-02,중앙선,1207,양정,73,0,210,21,558,545,1342,989,1229,1481,690,676,655,604,720,561,702,661,814,507,876,502,872,601,1199,683,1406,757,1451,994,420,673,221,329,178,341,83,364,38,240,1,68,0,0,0,0,0,0
2024-02,중앙선,1208,덕소,1119,2,2848,656,9066,1646,20856,2726,15841,6366,11208,4364,10240,4455,9425,4471,8671,5764,8814,6945,7637,6626,7367,9260,7371,10107,7065,13490,5978,15959,3746,16624,3069,8864,2375,8922,1817,7731,853,6017,16,1573,0,8,0,0,0,0
2024-02,중앙선,1209,도심,6,0,1376,199,4699,1356,10556,1470,6645,3616,5117,1459,4075,1114,3205,1507,3463,1885,3149,1697,2729,2107,2508,3357,3239,2112,2866,4908,3025,4966,1097,5454,983,2906,748,2781,640,3034,197,1819,3,0,0,8,0,0,0,0
2024-02,중앙선,1210,팔당,0,0,153,87,397,474,993,1438,1146,2483,932,2670,983,2362,865,2305,1078,2144,1211,1474,1780,1547,2039,1611,2369,1306,2384,1298,2615,1417,1681,876,1374,584,1093,455,749,394,182,206,1,0,0,1,0,0,0,0
2024-02,중앙선,1211,운길산,0,0,236,43,444,246,1033,377,986,777,925,1553,926,1798,996,1719,925,1378,1207,1050,1686,1155,2169,980,1903,927,1557,831,1096,934,505,940,384,569,219,529,94,444,43,342,0,5,0,1,0,0,0,0
2024-02,중앙선,1212,양수,13,0,671,106,1634,583,4267,1307,3191,2435,3985,2816,3343,2674,3471,2953,3284,2974,3736,3218,3463,3118,4270,3033,3685,3344,3603,3611,2640,3524,1274,3663,1064,2875,632,2333,378,2078,166,1272,0,349,0,10,0,0,0,0
2024-02,중앙선,1213,신원,0,0,129,19,179,40,293,84,191,457,380,360,305,399,313,333,331,259,385,323,408,210,465,245,415,223,295,292,468,337,81,215,60,159,27,161,7,101,4,77,1,15,0,0,0,0,0,0
2024-02,중앙선,1214,국수,1,0,557,11,802,146,1493,296,1405,636,2060,1020,1269,717,1411,884,1212,950,1363,1024,1139,1074,1191,1291,1060,1431,862,1534,655,1430,262,1248,208,1254,187,1030,123,732,28,512,9,135,0,1,0,0,0,0
2024-02,중앙선,1215,아신,1,0,548,134,964,412,1541,586,1346,789,1490,903,1494,792,1230,1047,918,801,1054,774,945,988,929,774,1132,1259,911,1632,709,1154,398,962,319,958,263,941,198,680,79,707,3,142,0,0,0,0,0,0
2024-02,중앙선,1216,오빈,0,0,129,21,394,167,666,125,736,460,795,335,836,347,565,481,527,463,600,336,419,447,447,604,481,508,486,937,345,683,185,521,124,385,72,471,76,253,3,199,3,67,0,2,0,0,0,0
2024-02,중앙선,1217,양평,50,2,1779,39,2957,1453,6753,2295,6211,5433,5180,3912,6917,4557,5662,7174,6225,6691,6992,4259,6647,6335,6441,5810,7378,4981,6192,7509,5369,7740,2912,6511,2435,5882,2031,3736,1629,3081,229,3699,93,963,4,4,0,0,0,0
2024-02,중앙선,1218,원덕,54,0,236,7,461,47,762,139,904,325,888,349,876,487,715,635,646,479,646,563,611,607,586,721,684,755,470,932,365,828,167,559,105,448,72,448,29,305,7,236,0,75,0,0,0,0,0,0
2024-02,중앙선,1219,용문,388,2,846,2,1970,279,3418,943,4032,2353,3513,2197,4153,2941,3564,4864,4517,4302,4988,4528,5299,4690,5031,2808,4176,4872,3200,4348,2253,4037,1287,3148,663,3103,525,1942,300,1579,10,1442,1,775,0,5,0,0,0,0
2024-02,중앙선,1220,지평,0,0,0,0,0,0,353,96,1,0,3,0,435,356,0,1,1,0,66,143,374,297,0,0,1,0,135,279,9,26,120,232,0,0,10,83,9,60,0,0,0,0,0,0,0,0,0,0
2024-02,장항선,1401,봉명,15,1,1230,376,1571,712,1968,3440,2219,3430,2153,3259,2956,2281,2602,1743,2394,1830,2190,2244,2370,1901,2587,1887,2612,1490,3179,2292,1690,2113,1022,1473,783,1268,578,1020,483,1010,550,635,12,172,0,0,0,0,0,0
2024-02,장항선,1402,쌍용(나사렛대),45,4,2489,307,3527,526,5645,1425,6801,3191,4073,3049,4089,2495,3802,2500,3745,3071,4126,3364,3316,2600,3197,3581,3726,4071,3928,6176,3522,6255,2235,4770,1733,3540,1318,2921,1148,2996,605,2423,32,632,1,0,0,0,0,0
2024-02,장항선,1403,아산,40,0,832,1166,2256,3740,5072,5492,6551,7203,4053,6367,4601,6693,5503,5245,5642,6620,6315,6820,6741,5098,9168,6025,7641,5422,7511,8086,10486,8368,8823,5247,5470,4691,6007,3310,5440,2550,2790,1537,120,387,0,0,0,0,0,0
2024-02,장항선,1404,탕정,35,0,806,110,1686,575,3143,1658,3483,2529,2422,1615,2313,1576,2349,1468,2390,1798,2707,2323,2692,1639,2810,1830,2473,3276,2990,3598,2980,4029,2008,3126,1407,2321,1471,2078,1266,1752,620,1322,42,249,0,0,0,0,0,0
2024-02,장항선,1405,배방,44,1,1120,198,1440,647,2646,991,2609,1833,2222,1266,2223,1235,2032,1523,2215,1602,2315,1792,2315,1667,2030,1739,1793,2852,2391,3221,2427,3650,1694,2837,969,2048,951,1915,798,1471,632,1243,48,277,0,0,0,0,0,0
2024-02,장항선,1407,온양온천,654,2,1597,455,3927,2319,8035,4724,8332,7310,8677,9632,9471,9499,10045,14085,11690,11328,13873,11160,13657,7304,11850,8193,9917,9399,6988,9533,8904,9324,4116,7585,2701,6171,2489,5576,1630,3866,990,2649,9,821,1,1,0,0,0,0
2024-02,장항선,1408,신창(순천향대),244,1,386,81,991,341,2067,1367,1632,2538,1819,1369,2395,1953,1961,1882,2017,2005,2278,2068,2666,1628,2175,1668,2646,2084,2636,1446,2945,2769,938,1734,921,1584,699,1656,315,1721,202,1293,3,443,0,0,0,0,0,0
2024-02,경의선,1252,신촌,0,0,252,3,220,1088,493,3834,465,5172,646,4161,649,1669,729,1269,993,1353,985,2226,950,1178,1307,1017,1895,1103,3968,1304,3501,1752,2352,1152,954,686,1135,411,960,148,400,297,3,71,0,11,0,0,0,0
2024-02,경의선,1261,효창공원앞,2,0,610,145,1674,2186,4566,5566,7490,16530,5000,8084,3151,3503,2987,3105,3418,3060,3727,3408,3573,3498,3874,3774,4709,4222,7368,5439,12669,7777,4763,6077,3239,3719,2663,4028,2029,3557,914,2502,49,302,2,3,0,0,0,0
2024-02,경의선,1263,서강대,2,0,533,71,1439,1064,2751,2306,3734,6989,2647,5479,2514,2950,2629,2738,3035,3129,3150,3243,3237,3120,3734,3097,4140,3731,5682,3696,5847,4052,3531,3160,2811,2137,3173,2270,2671,1832,1035,1107,20,145,0,6,0,0,0,0
2024-02,경의선,1265,가좌,11,0,2811,219,6794,2248,20517,3227,24540,9440,11361,7361,8376,5532,8390,5516,8971,6092,7493,8013,7491,7503,7850,9343,8440,10231,8287,13900,8809,19294,5361,15544,3914,9231,3284,6246,2476,6497,986,4932,21,567,2,32,0,0,0,0
2024-02,경의선,1267,수색,5,0,1303,284,3368,2141,7682,5163,9532,16062,5232,7902,3554,3384,3695,2860,3775,2960,3790,3643,3589,2971,4089,3763,5197,4647,8230,6282,11689,7909,5299,6061,2987,4374,2292,3066,1488,3382,766,2385,9,434,0,5,0,0,0,0
2024-02,경의선,1268,한국항공대,0,0,493,255,1379,1003,3792,1897,4185,3988,2474,2932,2060,2890,2147,2063,2643,2259,2535,2350,2571,2280,3090,2389,3505,2242,4453,2556,3934,3349,2113,2754,1271,1728,1113,1594,809,1644,426,1101,34,344,1,1,0,0,0,0
2024-02,경의선,1269,강매,0,0,1745,177,6479,784,16761,1011,16313,3217,7565,1257,5410,1362,4464,1528,4153,2041,3963,2322,3220,2550,2985,3751,3183,4807,3107,6623,3833,11405,1294,10723,854,6166,779,5528,429,5117,276,3110,5,1035,0,5,0,0,0,0
2024-02,경의선,1270,행신,0,0,3521,1446,12224,4429,34441,5589,29689,9428,13698,7248,11288,5624,12233,7868,10688,8087,9266,9568,8130,8404,8064,9720,11895,14412,13891,18525,9813,34823,6578,26453,7336,13963,6802,12893,5943,11046,2946,6260,134,2249,16,12,0,0,0,0
2024-02,경의선,1271,능곡,72,1,3484,568,7927,1736,19195,2688,17310,5274,9733,4071,7423,3532,6905,4137,6793,4427,6233,4899,6074,5159,5550,6535,6174,7885,6711,10133,6225,15432,3375,12253,2410,8093,2061,7448,1302,6828,618,4326,82,2482,3,17,0,0,0,0
2024-02,경의선,1272,곡산,46,0,357,99,855,666,1501,1298,1400,2718,977,954,919,888,810,791,757,801,773,737,981,743,1005,722,1261,826,1645,1249,2028,1644,627,1160,436,727,332,666,198,556,81,388,8,55,1,0,0,0,0,0
2024-02,경의선,1273,백마,181,2,4682,784,13870,4896,31648,5507,23741,9433,13218,6011,10713,5055,10705,4527,10877,6458,9911,7258,8693,7895,9325,8484,11360,10301,11202,14326,11206,25959,4999,23931,3583,12795,3317,14547,3383,11482,893,9785,63,1095,1,16,0,0,0,0
2024-02,경의선,1274,풍산,305,0,3598,290,9524,2754,21739,4022,18205,7428,12134,6024,9501,5036,9586,6633,8991,7496,8848,7198,8744,6822,9180,8249,9955,10066,9989,13005,8948,18583,5097,16477,4289,11390,4500,10082,2605,8534,757,6309,92,1209,2,9,0,0,0,0
2024-02,경의선,1275,일산,948,6,6975,614,21976,3236,46364,6169,32560,10291,19733,8668,16273,7850,16208,9418,16089,11386,15476,12344,13480,13205,14288,14878,14598,16453,13680,23742,13128,36203,7151,35698,5422,18431,4441,19300,3872,16472,1295,10197,132,3904,1,37,0,0,0,0
2024-02,경의선,1276,탄현,14,0,5436,441,18421,2783,33124,5241,24772,8393,15131,5648,12090,4379,11383,5284,11483,6359,10695,7064,9251,8715,9854,9752,10448,12338,9795,18754,11337,27182,5855,28331,4499,14927,3889,13985,3010,11800,1155,7867,159,2406,5,25,0,0,0,0
2024-02,경의선,1277,야당,34,0,4916,415,15360,2590,28540,4543,25069,8014,14839,7210,12320,6172,12143,7618,12553,9320,11665,9853,10710,12112,11339,12476,12039,17466,12427,24445,11735,34308,8730,31250,9134,17012,10293,13902,9644,11993,4960,9349,1089,2499,26,24,0,0,0,0
2024-02,경의선,1278,운정,45,2,3996,623,17617,6330,27020,6844,23878,10530,13915,6092,11974,4848,11144,5389,11197,6530,10435,6105,8337,7847,9620,8873,12085,12629,12657,14846,11979,23460,5818,21385,4062,12217,3164,12067,2329,10223,671,6829,89,1699,0,20,0,0,0,0
2024-02,경의선,1279,금릉,44,1,2774,208,10837,2241,17573,5067,13472,9043,9105,5101,8155,4024,8487,4316,8159,5492,7887,5823,7002,7044,7406,7006,8315,8922,9797,11509,10412,15089,5476,14871,4196,8802,3256,8333,2438,8061,636,5291,102,1786,2,19,0,2,0,0
2024-02,경의선,1280,금촌,88,1,3415,264,8000,3334,17195,7703,15528,13135,11565,7887,10343,7169,11232,7312,11155,9126,11237,9561,10294,9292,11008,10381,11355,12335,12600,14789,15771,16322,7407,15273,5712,10154,4236,9050,2914,7535,744,5776,82,1773,1,6,0,4,0,0
2024-02,경의선,1282,월롱,33,1,392,6,713,1757,1579,7444,1839,8105,1879,2358,1768,1724,1873,1292,2975,1901,2886,1479,2459,1321,3812,1746,4975,2062,7784,2293,9259,2130,3127,2041,3015,2207,2081,2238,586,2085,97,1537,3,614,0,0,0,2,0,0
2024-02,경의선,1283,파주,65,1,721,6,1058,532,2466,1661,2856,3064,2063,698,1911,1345,1674,1004,1744,1197,1963,1057,1668,1011,1798,1334,1827,1418,2741,1592,3204,1851,913,1901,650,1404,565,1065,211,980,32,768,6,344,0,1,0,1,0,0
2024-02,경의선,1284,문산,964,4,2700,16,6376,1787,13824,6098,14294,12166,10411,4556,8423,5723,9641,6812,9504,7008,9318,8141,8835,6944,9226,9782,8738,9491,10861,11160,10976,12825,4787,12611,3588,9353,2856,6735,1960,6914,145,4785,6,2223,0,2,0,15,0,0
2024-02,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,4,108,14,246,11,3,89,5,0,0,9,9,140,109,58,9,384,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,6,2,70,41,1,1,23,0,0,0,2,2,6,9,21,4,76,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02,경의선,1291,서울역,2,0,470,6,929,7595,2491,23404,2905,36198,2101,19552,1574,7056,2164,4904,2958,5059,3557,6670,3689,3192,6445,2944,8904,3833,17037,4822,29693,5469,11629,2792,6131,1909,6159,1879,914,180,2351,838,69,119,0,4,0,0,0,0
2024-02,경의선,1292,공덕,32,6,572,98,1545,1753,3942,5963,5056,19045,4676,7563,5483,3579,5845,3780,5553,3778,5456,3798,5711,3610,5926,3759,6776,4652,10681,6224,16436,6730,7971,4845,6449,3465,6764,3693,5713,3109,2700,1811,211,296,0,4,0,0,0,0
2024-02,경의선,1293,홍대입구,10,1,304,164,694,614,1188,1383,1515,5922,1018,5174,1141,4959,1289,4809,1886,6326,2337,6574,3083,6244,3579,5880,4669,5876,6041,6058,6866,6541,5622,4864,5160,2673,5736,2323,5299,1942,2333,1188,69,245,9,13,0,0,0,0
2024-02,경의선,1294,디지털미디어시티,2,0,988,342,2864,1278,8566,1356,10036,3506,5457,2411,4293,1882,3896,2057,4149,2318,3806,2830,3630,2735,3753,3101,4400,4237,4545,6206,4785,9788,2947,7057,2117,4645,1632,3895,1338,3889,732,2592,71,446,1,7,0,0,0,0
2024-02,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-02,경의선,1296,계양,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02,경춘선,1311,신내,26,1,1009,363,3272,1713,9220,3338,7371,7062,3927,2306,3151,1779,2963,2000,3098,1898,2914,2658,2829,2152,2970,3535,3435,2898,4199,4859,5649,5690,2410,5446,1409,2939,1159,2289,1078,2150,655,1618,74,629,0,7,0,0,0,0
2024-02,경춘선,1312,갈매,5,0,1748,289,3729,923,15440,2208,8889,4126,6132,2435,4119,2684,3237,1996,4003,2262,3420,3082,3273,2378,3262,4143,3521,4335,3072,5709,4410,10061,2154,7402,1783,4244,2461,3646,1573,2745,660,1696,26,646,0,0,0,0,0,0
2024-02,경춘선,1313,별내,26,0,1468,710,3576,1806,12661,3620,9169,6078,5831,3414,4470,3335,3910,3065,4365,2993,4069,3868,4214,3057,4682,4468,5211,5199,5258,6552,6121,9498,2997,8828,2380,4758,2045,3095,1771,3615,950,1680,60,599,0,0,0,0,0,0
2024-02,경춘선,1314,퇴계원,9,0,2604,425,4479,1544,16030,3164,11159,4720,7672,2542,5710,3088,5104,2592,5911,3206,5451,3408,3888,3652,4024,4080,3677,5766,4356,9372,5237,10037,2415,10188,1771,5389,1172,3880,1016,5056,447,2457,26,902,0,0,0,0,0,0
2024-02,경춘선,1315,사릉,16,0,1574,428,3270,1115,7407,3948,6646,3513,4011,1586,3256,1749,2955,1771,3062,1921,2888,1583,2288,2575,2545,2220,2466,3001,3675,4363,4128,5958,1664,6968,1157,3185,754,2624,512,2402,249,1603,8,451,0,0,0,0,0,0
2024-02,경춘선,1316,금곡,29,0,1206,290,1989,934,3572,1756,3366,4052,2717,1991,2318,1422,2407,1287,2483,1867,2502,1472,1920,2313,2195,1851,2189,2030,2750,2767,3156,3364,984,3054,725,1411,519,1498,324,1409,195,1029,9,216,0,0,0,0,0,0
2024-02,경춘선,1317,평내호평,582,10,4827,640,11110,1373,22490,3702,16600,8175,10067,5794,9217,4849,8775,5602,8872,7395,8157,6638,7476,8239,7729,7960,7520,9109,7481,14999,7947,16847,4648,20327,3981,9437,3774,7522,3320,6764,1451,4813,44,1979,0,0,0,0,0,0
2024-02,경춘선,1318,천마산,12,0,856,184,2669,530,5662,1309,4266,1741,4231,1229,3269,1104,2620,1585,2655,1694,2242,1733,2182,2165,1781,2850,1917,2490,1603,3685,1790,4101,818,3497,544,2676,382,2067,254,1587,101,917,6,215,0,0,0,0,0,0
2024-02,경춘선,1319,마석,19,0,1237,274,6397,2247,10339,4846,8800,6011,7638,4522,6565,3633,5991,4854,6873,4479,5812,5909,5669,5447,5799,5942,6124,5273,6099,7627,6231,8347,3060,10669,2351,5961,1804,4368,1415,3918,569,1799,26,734,0,0,0,0,0,0
2024-02,경춘선,1320,대성리,1,0,394,78,881,233,891,532,958,781,955,540,1653,737,3037,832,1434,886,1046,1663,948,2966,1024,1614,1147,1370,1089,979,815,864,403,622,258,573,178,347,147,293,66,259,1,10,0,0,0,0,0,0
2024-02,경춘선,1321,청평,0,0,657,105,1615,569,3385,1161,3576,2828,3376,2352,3659,2605,5591,2110,3684,3060,3308,2833,3328,3658,3110,3675,2797,3667,3298,4197,2406,3630,1308,3100,1305,2292,719,1570,508,1239,121,1186,14,263,0,0,0,0,0,0
2024-02,경춘선,1322,상천,2,0,169,8,201,102,453,172,556,515,448,516,417,448,724,495,576,436,511,396,548,486,505,456,555,487,575,453,262,312,105,440,104,179,78,233,37,90,15,90,0,38,0,0,0,0,0,0
2024-02,경춘선,1323,가평,0,0,582,87,1283,546,2792,1811,3859,3587,3024,2550,4362,2604,5865,3703,3840,3712,3388,4680,3368,4644,3576,4533,3784,2742,4417,3459,3611,3203,1691,3261,1318,2285,832,1541,459,1490,224,1101,11,333,0,0,0,0,0,0
2024-02,경춘선,1324,굴봉산,0,0,32,2,47,10,131,97,164,269,176,307,237,684,503,468,288,366,263,310,280,292,306,210,272,199,239,139,142,178,88,112,54,97,41,57,38,61,19,47,2,9,0,0,0,0,0,0
2024-02,경춘선,1325,백양리,1,0,22,26,31,34,65,548,138,844,183,699,418,1174,1395,844,666,709,501,585,627,728,988,613,978,334,1692,329,895,322,269,163,440,142,511,148,477,96,218,127,47,15,0,0,0,0,0,0
2024-02,경춘선,1326,강촌,3,0,75,57,123,68,242,190,465,793,549,771,731,1067,1173,1175,805,686,907,742,1087,873,1148,672,1166,668,853,609,736,672,276,369,183,310,187,314,70,289,26,192,5,40,0,0,0,0,0,0
2024-02,경춘선,1327,김유정,6,0,85,2,106,91,397,401,514,599,440,729,562,1088,570,1185,729,1113,990,955,997,926,1261,791,1226,510,1249,538,853,535,198,346,202,347,94,184,50,193,16,115,8,49,0,0,0,0,0,0
2024-02,경춘선,1328,남춘천,442,2,1010,19,2804,483,4154,1690,5260,2913,5208,3215,5135,3316,4792,6529,5176,6909,5524,5062,6604,4479,6114,5264,5617,4715,4857,5716,3831,5835,3206,8517,2647,3373,2354,3194,1477,4030,490,1787,2,1676,0,0,0,0,0,0
